Wavelength_nm,ensemble_id,n_PVK,k_PVK,eps1,eps2
879.0,more_absorptive,2.489938915752184,0.0,6.199795804177161,0.0
880.0,more_absorptive,2.4890051414008583,0.0,6.195146593919906,0.0
881.0,more_absorptive,2.488074544952936,0.0,6.190514941242759,0.0
882.0,more_absorptive,2.4871471120043305,0.0,6.185900756751481,0.0
883.0,more_absorptive,2.4862228282324716,0.0,6.18130395162427,0.0
884.0,more_absorptive,2.4853016793957536,0.0,6.176724437607353,0.0
885.0,more_absorptive,2.484383651332987,0.0,6.172162127010624,0.0
886.0,more_absorptive,2.4834687299628513,0.0,6.1676169327032975,0.0
887.0,more_absorptive,2.4825569012833606,0.0,6.163088768109642,0.0
888.0,more_absorptive,2.481648151371322,0.0,6.1585775472046995,0.0
889.0,more_absorptive,2.480742466381808,0.0,6.154083184510096,0.0
890.0,more_absorptive,2.4798398325476274,0.0,6.149605595089845,0.0
891.0,more_absorptive,2.4789402361788033,0.0,6.145144694546222,0.0
892.0,more_absorptive,2.478043663662052,0.0,6.140700399015645,0.0
893.0,more_absorptive,2.4771501014602704,0.0,6.136272625164628,0.0
894.0,more_absorptive,2.476259536112023,0.0,6.131861290185731,0.0
895.0,more_absorptive,2.4753719542310373,0.0,6.127466311793585,0.0
896.0,more_absorptive,2.474487342505697,0.0,6.1230876082209065,0.0
897.0,more_absorptive,2.473605687698548,0.0,6.118725098214607,0.0
898.0,more_absorptive,2.4727269766457973,0.0,6.114378701031866,0.0
899.0,more_absorptive,2.4718511962568277,0.0,6.11004833643631,0.0
900.0,more_absorptive,2.4709783335137043,0.0,6.105733924694164,0.0
730.0,less_absorptive,2.5522337366974153,0.2077854821546036,6.47072224014223,1.060634235101836
731.0,less_absorptive,2.549257100173199,0.2056069866838947,6.456437529810237,1.04829014129827
732.0,less_absorptive,2.5434843780103544,0.20015583795908018,6.429250421713618,1.0181864940329848
733.0,less_absorptive,2.5361452488311884,0.19186325596598236,6.395221214179142,0.9731861700868166
734.0,less_absorptive,2.529192963333754,0.18187010682576862,6.363740310020161,0.9199691888489844
735.0,less_absorptive,2.5222542504262657,0.17174936332530766,6.332268659990715,0.8663911233105245
736.0,less_absorptive,2.5130381533830177,0.16215279300838828,6.289067232078307,0.8149923110153976
